Partner,HS code,Product Name,Year,TariffRate
Bermuda,73,ARTICLES OF IRON OR STEEL,2018,21.97
Bermuda,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,26.6
Bermuda,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,35.38
Bermuda,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,24.1
Bhutan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,9.41
Bhutan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2021,0
Bolivia,39,PLASTICS AND ARTICLES THEREOF,2020,9.07
Bolivia,73,ARTICLES OF IRON OR STEEL,2021,10.44
Bolivia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2022,4.12
Bolivia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2023,8.41
Bolivia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,6.15
Bolivia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,20.36
Bosnia and Herzegovina,39,PLASTICS AND ARTICLES THEREOF,2019,6.04
Bosnia and Herzegovina,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,4.31
Bosnia and Herzegovina,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,6.05
Bosnia and Herzegovina,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,3.58
Bosnia and Herzegovina,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,9.17
Botswana,73,ARTICLES OF IRON OR STEEL,2019,11.43
Botswana,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,3.63
Botswana,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,0.98
Botswana,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,19.17
Brazil,39,PLASTICS AND ARTICLES THEREOF,2021,11.08
Brazil,73,ARTICLES OF IRON OR STEEL,2022,13.9
Brazil,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2023,5.89
Brazil,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,15.15
Brazil,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,10.2
Brazil,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2019,17.3
Belize,39,PLASTICS AND ARTICLES THEREOF,2021,10.8
Belize,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,5.09
Belize,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2021,16.85
Belize,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,18.83
Solomon Islands,73,ARTICLES OF IRON OR STEEL,2022,10
Solomon Islands,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,10
Solomon Islands,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,9.29
Solomon Islands,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2023,10
Brunei,73,ARTICLES OF IRON OR STEEL,2017,0
Brunei,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,0
Brunei,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,0.02
Brunei,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,0
Brunei,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0
Brunei,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2022,4.27
Bulgaria,73,ARTICLES OF IRON OR STEEL,2018,2.83
Bulgaria,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,0.87
Bulgaria,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,7.95
Bulgaria,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,2.28
Myanmar,39,PLASTICS AND ARTICLES THEREOF,2020,1.62
Myanmar,73,ARTICLES OF IRON OR STEEL,2021,3.19
Myanmar,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2022,3.06
Myanmar,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2023,4.1
Myanmar,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,1.8
Myanmar,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,5.81
Burundi,39,PLASTICS AND ARTICLES THEREOF,2021,6.26
Burundi,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,6.88
Burundi,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,0
Belarus,39,PLASTICS AND ARTICLES THEREOF,2019,4.64
Belarus,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,2.39
Belarus,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,1.27
Belarus,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,1.88
Belarus,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,6.49
Cambodia,73,ARTICLES OF IRON OR STEEL,2019,11.92
Cambodia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,12.7
Cambodia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2023,10.71
Cambodia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,5.56
Cambodia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,24.44
Cameroon,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,11.81
Canada,73,ARTICLES OF IRON OR STEEL,2018,1.21
Canada,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,0.21
Canada,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,5.01
Canada,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,3.79
Cape Verde,39,PLASTICS AND ARTICLES THEREOF,2023,6.74
Cape Verde,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2023,1.55
Cape Verde,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2023,30.1
Cape Verde,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2023,35.21
Sri Lanka,73,ARTICLES OF IRON OR STEEL,2021,6.16
Sri Lanka,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,3.41
Sri Lanka,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0.01
Chile,39,PLASTICS AND ARTICLES THEREOF,2020,6
Chile,73,ARTICLES OF IRON OR STEEL,2021,6
Chile,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2022,6
Chile,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2023,6
Chile,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,6
Chile,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,6
China,39,PLASTICS AND ARTICLES THEREOF,2019,6.96
China,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,3.88
China,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,1.82
China,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,3.28
China,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,3.21
"Taiwan, China",73,ARTICLES OF IRON OR STEEL,2017,5.39
"Taiwan, China",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,0.41
"Taiwan, China",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,0.29
"Taiwan, China",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,16.97
"Taiwan, China",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0.18
"Taiwan, China",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2022,3.26
Colombia,39,PLASTICS AND ARTICLES THEREOF,2023,2.35
Colombia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,5.39
Colombia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,2.15
Colombia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,16.62
Colombia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,2.27
Colombia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,7.65
Comoros,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,16.19
Cook Islands,73,ARTICLES OF IRON OR STEEL,2018,0
Cook Islands,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,0
Cook Islands,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2022,0
Cook Islands,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,0
Costa Rica,73,ARTICLES OF IRON OR STEEL,2018,3.23
Costa Rica,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,1.12
Costa Rica,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,3.22
Costa Rica,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,11.38
Croatia,39,PLASTICS AND ARTICLES THEREOF,2020,6.3
Croatia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,1.92
Croatia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,1.05
Croatia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,0.33
Cuba,39,PLASTICS AND ARTICLES THEREOF,2019,5
Cuba,73,ARTICLES OF IRON OR STEEL,2022,11.82
Cuba,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,10.11
Cuba,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2023,6.29
Cuba,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,19.17
Cyprus,73,ARTICLES OF IRON OR STEEL,2017,1.41
Cyprus,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,0.97
Cyprus,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,5.74
Cyprus,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0.23
Czech Republic,39,PLASTICS AND ARTICLES THEREOF,2019,5.83
Czech Republic,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,1.21
Czech Republic,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,0.76
Czech Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,0.31
Czech Republic,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,1.7
Benin,73,ARTICLES OF IRON OR STEEL,2019,17.29
Benin,73,ARTICLES OF IRON OR STEEL,2018,10.1
Benin,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,5.68
Benin,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,14.87
Benin,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,19.82
Denmark,39,PLASTICS AND ARTICLES THEREOF,2020,5.82
Denmark,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,1.07
Denmark,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,0.88
Denmark,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,0.24
Dominica,39,PLASTICS AND ARTICLES THEREOF,2020,9.59
Dominica,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,20.88
Dominican Republic,39,PLASTICS AND ARTICLES THEREOF,2019,8.53
Dominican Republic,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,1.9
Dominican Republic,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,6.66
Dominican Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,0.92
Dominican Republic,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,15.52
Ecuador,73,ARTICLES OF IRON OR STEEL,2019,16.68
Ecuador,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,2.12
Ecuador,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2023,7.67
Ecuador,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,3.48
Ecuador,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,25.5
El Salvador,73,ARTICLES OF IRON OR STEEL,2017,6.8
El Salvador,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,1.87
El Salvador,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,10.08
El Salvador,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0.26
Ethiopia(excludes Eritrea),84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,4.1
Estonia,39,PLASTICS AND ARTICLES THEREOF,2020,5.89
Estonia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,0.88
Estonia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,0.71
Estonia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,0.34
Fiji,39,PLASTICS AND ARTICLES THEREOF,2017,22.72
Fiji,73,ARTICLES OF IRON OR STEEL,2020,10.61
Fiji,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,10.27
Fiji,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2021,2.87
Fiji,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2019,28.13
Finland,73,ARTICLES OF IRON OR STEEL,2017,2.71
Finland,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,1.17
Finland,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,6.26
Finland,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0.19
France,39,PLASTICS AND ARTICLES THEREOF,2019,5.76
France,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,1.1
France,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,1.06
France,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,0.24
France,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,0.85
French Polynesia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,6.69
French Polynesia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,11.3
Georgia,73,ARTICLES OF IRON OR STEEL,2021,8.87
Georgia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0
"Gambia, The",73,ARTICLES OF IRON OR STEEL,2018,19.51
"Gambia, The",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,9.08
"Gambia, The",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,5.25
Occ.Pal.Terr,73,ARTICLES OF IRON OR STEEL,2017,4
Germany,39,PLASTICS AND ARTICLES THEREOF,2020,5.95
Germany,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,1.16
Germany,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,0.82
Germany,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,0.35
Ghana,39,PLASTICS AND ARTICLES THEREOF,2018,6.47
Ghana,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,5.93
Ghana,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,9.01
Ghana,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,19.12
Greece,39,PLASTICS AND ARTICLES THEREOF,2021,6.11
Greece,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,1.14
Greece,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,5.19
Greece,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,0.17
Guatemala,39,PLASTICS AND ARTICLES THEREOF,2021,1.14
Guatemala,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2021,1.32
Guinea,39,PLASTICS AND ARTICLES THEREOF,2020,6.26
Guinea,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,5.5
Guinea,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,9.91
Guinea,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,6.93
Guyana,39,PLASTICS AND ARTICLES THEREOF,2019,9.48
Guyana,73,ARTICLES OF IRON OR STEEL,2022,6.75
Guyana,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,9.27
Guyana,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2023,14.47
Guyana,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,18.04
Haiti,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,3.61
Honduras,73,ARTICLES OF IRON OR STEEL,2018,5.84
Honduras,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,2.53
Honduras,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,10.9
Honduras,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,13.42
"Hong Kong, China",39,PLASTICS AND ARTICLES THEREOF,2020,0
"Hong Kong, China",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,0
"Hong Kong, China",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,0
"Hong Kong, China",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,0
Hungary,39,PLASTICS AND ARTICLES THEREOF,2017,5.7
Hungary,73,ARTICLES OF IRON OR STEEL,2020,2.4
Hungary,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,1.05
Hungary,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2021,3.58
Hungary,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2019,1.68
Iceland,73,ARTICLES OF IRON OR STEEL,2017,0
Iceland,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,0
Iceland,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,0
Iceland,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0
India,39,PLASTICS AND ARTICLES THEREOF,2019,9.06
India,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,6.89
India,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,6.38
India,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,6.1
India,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,22.84
Indonesia,73,ARTICLES OF IRON OR STEEL,2019,10.48
Indonesia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,4.89
Indonesia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,12.23
Indonesia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,11.16
"Iran, Islamic Rep.",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,11.69
"Iran, Islamic Rep.",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2019,40.09
Ireland,73,ARTICLES OF IRON OR STEEL,2018,2.3
Ireland,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,0.83
Ireland,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,6.62
Ireland,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2017,1.55
Israel,39,PLASTICS AND ARTICLES THEREOF,2020,2.27
Israel,73,ARTICLES OF IRON OR STEEL,2022,6.5
Israel,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,2.29
Israel,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,3.36
Israel,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2022,1.53
Italy,39,PLASTICS AND ARTICLES THEREOF,2018,6.12
Italy,73,ARTICLES OF IRON OR STEEL,2021,2.78
Italy,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,1.43
Italy,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2017,0.68
Italy,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2020,1.91
Cote d'Ivoire,39,PLASTICS AND ARTICLES THEREOF,2023,5.27
Cote d'Ivoire,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,7.17
Cote d'Ivoire,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,10.2
Cote d'Ivoire,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,14.01
Cote d'Ivoire,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,5.91
Cote d'Ivoire,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,18.18
Jamaica,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2021,2.21
Jamaica,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,16.27
Japan,73,ARTICLES OF IRON OR STEEL,2019,1.16
Japan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,0.01
Japan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,0.02
Japan,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,0.95
Kazakhstan,39,PLASTICS AND ARTICLES THEREOF,2021,4.87
Kazakhstan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,2.02
Kazakhstan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,6.59
Kazakhstan,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,0.61
Jordan,39,PLASTICS AND ARTICLES THEREOF,2018,1.08
Jordan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2018,8.47
Jordan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,2.34
Jordan,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,26.22
Kenya,73,ARTICLES OF IRON OR STEEL,2017,17.32
Kenya,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2020,3.04
Kenya,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,4.84
Kenya,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2021,0.16
"Korea, Rep.",39,PLASTICS AND ARTICLES THEREOF,2019,6.2
"Korea, Rep.",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,7.07
"Korea, Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,6.11
"Korea, Rep.",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,7.09
"Korea, Rep.",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,4.97
Kuwait,73,ARTICLES OF IRON OR STEEL,2019,5
Kuwait,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,3.55
Kuwait,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,4.99
Kuwait,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,5
Kyrgyz Republic,39,PLASTICS AND ARTICLES THEREOF,2021,5.02
Kyrgyz Republic,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,2.95
Kyrgyz Republic,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,1.92
Kyrgyz Republic,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2020,1.57
Lao PDR,39,PLASTICS AND ARTICLES THEREOF,2020,5.22
Lao PDR,73,ARTICLES OF IRON OR STEEL,2023,5.01
Lao PDR,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2021,6.73
Lao PDR,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,5.03
Lao PDR,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2022,10.47
Lebanon,73,ARTICLES OF IRON OR STEEL,2019,5.68
Lebanon,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2019,2.98
Lebanon,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2019,4.99
Lesotho,39,PLASTICS AND ARTICLES THEREOF,2019,19.75
Lesotho,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,0.57
Lesotho,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,0.36
Lesotho,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,0.1
Lesotho,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2021,14.63
Latvia,73,ARTICLES OF IRON OR STEEL,2019,1.96
Latvia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,0.67
Latvia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2020,5.13
Latvia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2018,2.06
